Ngành Tiếng Việt,Trường,Mã ngành,Tổ hợp,Phương thức,Điểm chuẩn,Ghi chú
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DKC - Trường đại học công nghệ TP.HCM (HUTECH)(*),7340120,A00; A01; C00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,Đợt 1; 3 HK; Lớp 12
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DKC - Trường đại học công nghệ TP.HCM (HUTECH)(*),7340120,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,650,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DTD - Trường đại học Tây Đô (*),7340120,A00; A01; D01; C04,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DTD - Trường đại học Tây Đô (*),7340120,A00; A01; D01; C04,Điểm chuẩn theo Điểm học bạ năm 2024,16.5,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DTD - Trường đại học Tây Đô (*),7340120,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,500,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DAD - Trường đại học Đông Á(*),7340120,A00; A01; D01; D78,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DAD - Trường đại học Đông Á(*),7340120,A00; A01; D01; C01,Điểm chuẩn theo Điểm học bạ năm 2024,18,KQ Học tập 3 HK
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DAD - Trường đại học Đông Á(*),7340120,A00; A01; D01; C01,Điểm chuẩn theo Điểm học bạ năm 2024,6,KQ Học tập lớp 12
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DAD - Trường đại học Đông Á(*),7340120,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - VTT - Trường đại học Võ Trường Toản(*),7340120,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - VTT - Trường đại học Võ Trường Toản(*),7340120,A00; A01; D01; D07,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DDN - Trường đại học Đại Nam,7340120,A00; C03; D01; D10,Điểm chuẩn theo Điểm thi THPT năm 2024,17,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DDN - Trường đại học Đại Nam,7340120,A00; C03; D01; D10,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DVL - Trường đại học dân lập Văn Lang (*),7340120,A00; A01; C01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,16,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DVL - Trường đại học dân lập Văn Lang (*),7340120,A00; A01; C01; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DVL - Trường đại học dân lập Văn Lang (*),7340120,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,650,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - TTU - Trường đại học Tân Tạo (*),7340120,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DNC - Trường đại học nam Cần Thơ(*),7340120,A00; A01; C04; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,16,
Kinh doanh quốc tế,Điểm chuẩn năm 2024 - DNC - Trường đại học nam Cần Thơ(*),7340120,A00; A01; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Kinh doanh thời trang và dệt may,Điểm chuẩn năm 2024 - SKH - Trường đại học sư phạm kỹ thuật Hưng Yên,7340123,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kinh doanh thời trang và dệt may,Điểm chuẩn năm 2024 - SKH - Trường đại học sư phạm kỹ thuật Hưng Yên,7340123,A00; A01; D01; D07,Điểm chuẩn theo Điểm học bạ năm 2024,21,
Kinh doanh thời trang và dệt may,Điểm chuẩn năm 2024 - DCT - Trường đại học Công thương TP.HCM,7340123,A00; A01; D01; D10,Điểm chuẩn theo Điểm thi THPT năm 2024,18,
Kinh doanh thời trang và dệt may,Điểm chuẩn năm 2024 - DCT - Trường đại học Công thương TP.HCM,7340123,A00; A01; D01; D10,Điểm chuẩn theo Điểm học bạ năm 2024,20,"Lớp 10, 11 và HK1 lớp 12"
Kinh doanh thời trang và dệt may,Điểm chuẩn năm 2024 - DCT - Trường đại học Công thương TP.HCM,7340123,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Kinh doanh thời trang và dệt may,Điểm chuẩn năm 2024 - DCT - Trường đại học Công thương TP.HCM,7340123,A00; A01; D01; D10,"Điểm chuẩn theo ƯTXT, XT thẳng năm 2024",24,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - GDU - Trường đại học Gia Định (*),7340121,A00; A01; C01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - GDU - Trường đại học Gia Định (*),7340121,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340121,A00; A01; C04; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340121,,Điểm chuẩn theo Điểm học bạ năm 2024,6,Điểm TBC cả năm L12
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340121,A00; A01; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,ĐTB 03 môn trong 03 học kỳ (2 học kỳ L11 và học kỳ 1 L12)
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340121,A00; A01; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,ĐTB 03 môn trong 2 học kỳ L12
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340121,A00; A01; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,"ĐTB 03 môn trong 05 học kỳ (2 học kỳ L10, 2 học kỳ L11 và học kỳ 1 L12)"
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340121,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,611,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - UEF - Trường Đại học Kinh tế - Tài chính Thành phố Hồ Chí Minh,7340121,A00; A01; D01; C00,Điểm chuẩn theo Điểm thi THPT năm 2024,17,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - UEF - Trường Đại học Kinh tế - Tài chính Thành phố Hồ Chí Minh,7340121,A00; A01; D01; C00,Điểm chuẩn theo Điểm học bạ năm 2024,18,Học bạ lớp 12
Kinh doanh thương mại,Điểm chuẩn năm 2024 - UEF - Trường Đại học Kinh tế - Tài chính Thành phố Hồ Chí Minh,7340121,A00; A01; D01; C00,Điểm chuẩn theo Điểm học bạ năm 2024,18,Học bạ 3 học kỳ
Kinh doanh thương mại,Điểm chuẩn năm 2024 - UEF - Trường Đại học Kinh tế - Tài chính Thành phố Hồ Chí Minh,7340121,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7340121,A00; A01; C02; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,24.5,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7340121,A00; A01; C02; D01,Điểm chuẩn theo Điểm học bạ năm 2024,28,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7340121,A00; A01,Điểm chuẩn theo Điểm Đánh giá đầu vào V-SAT năm 2024,309,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DKC - Trường đại học công nghệ TP.HCM (HUTECH)(*),7340121,A00; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,17,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DKC - Trường đại học công nghệ TP.HCM (HUTECH)(*),7340121,A00; A01; C00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,Đợt 1; 3 HK; Lớp 12
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DKC - Trường đại học công nghệ TP.HCM (HUTECH)(*),7340121,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,650,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DVL - Trường đại học dân lập Văn Lang (*),7340121,A00; A01; C01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,16,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DVL - Trường đại học dân lập Văn Lang (*),7340121,A00; A01; C01; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DVL - Trường đại học dân lập Văn Lang (*),7340121,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,650,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DCL - Trường đại học dân lập Cửu Long (*),7340121,A00; A01; D01; C04,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DCL - Trường đại học dân lập Cửu Long (*),7340121,A00; A01; D01; C04,Điểm chuẩn theo Điểm học bạ năm 2024,6,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DDT - Đại học Duy Tân (*),7340121,A00; A16; C01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,16,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DDT - Đại học Duy Tân (*),7340121,A00; C01; C02; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DDT - Đại học Duy Tân (*),7340121,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,85,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DDT - Đại học Duy Tân (*),7340121,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,650,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DHK-Trường đại học Kinh Tế ( ĐH Huế),7340121,A00; A01; C15; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,17,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DHK-Trường đại học Kinh Tế ( ĐH Huế),7340121,A00; A01; C15; D01,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,700,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DHK-Trường đại học Kinh Tế ( ĐH Huế),7340121,A00; A01; C15; D01,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,700,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - FBU - Trường đại học tài chính - ngân hàng Hà Nội (*),7340121,A00; A01; D01; C04,Điểm chuẩn theo Điểm thi THPT năm 2024,24.5,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DDQ-Trường đại học Kinh Tế (ĐH Đà Nẵng),7340121,A00; A01; D01; D90,Điểm chuẩn theo Điểm thi THPT năm 2024,25.75,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DDQ-Trường đại học Kinh Tế (ĐH Đà Nẵng),7340121,A00; A01; D01,Điểm chuẩn theo Điểm học bạ năm 2024,27.5,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DDQ-Trường đại học Kinh Tế (ĐH Đà Nẵng),7340121,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,850,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - TTN - Trường đại học Tây Nguyên,7340121,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,20.35,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - TTN - Trường đại học Tây Nguyên,7340121,A00; A01; D01; D07,Điểm chuẩn theo Điểm học bạ năm 2024,24.6,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - TTN - Trường đại học Tây Nguyên,7340121,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - TSB TSN TSS - Trường đại học Nha Trang,7340121,D01; D14; D15; D96,Điểm chuẩn theo Điểm thi THPT năm 2024,22,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - TSB TSN TSS - Trường đại học Nha Trang,7340121,"TA. LS, OL",Điểm chuẩn theo Điểm học bạ năm 2024,28,TBC 6 HK môn TA = 5.5
Kinh doanh thương mại,Điểm chuẩn năm 2024 - TSB TSN TSS - Trường đại học Nha Trang,7340121,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,675,Điểm thành phần TA trong bài thi ĐGNL 110
Kinh doanh thương mại,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7340121,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,26.54,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7340121,A00; A01; D26; D27; D28; D29; D30; AH3; D01; D02; D03; D04; D05; D06; DD2; D07; D21; D22; D23; D24; D25; AH2,Điểm chuẩn theo Điểm học bạ năm 2024,71,Điểm tối đa là 100
Kinh doanh thương mại,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7340121,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,910,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7340121,,"Điểm chuẩn theo ƯTXT, XT thẳng năm 2024",68,Xét tuyển học sinh giỏi; điểm tối đa là 100
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DKK - Đại học kinh tế kỹ thuật công nghiệp,7340121DKD,A00; A01; C01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,18.5,Cơ sở Nam Định
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DKK - Đại học kinh tế kỹ thuật công nghiệp,7340121DKK,A00; A01; C01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,23.8,Cơ sở Hà Nội
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DKK - Đại học kinh tế kỹ thuật công nghiệp,7340121DKD,A00; A01; C01; D01,Điểm chuẩn theo Điểm học bạ năm 2024,20.5,Cơ sở Nam Định
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DKK - Đại học kinh tế kỹ thuật công nghiệp,7340121DKK,A00; A01; C01; D01,Điểm chuẩn theo Điểm học bạ năm 2024,25.8,Cơ sở Hà Nội
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DKK - Đại học kinh tế kỹ thuật công nghiệp,7340121DKD,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,75,Cơ sở Nam Định
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DKK - Đại học kinh tế kỹ thuật công nghiệp,7340121DKK,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,77,Cơ sở Hà Nội
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DKK - Đại học kinh tế kỹ thuật công nghiệp,7340121DKD,,Điểm chuẩn theo Điểm Đánh giá Tư duy năm 2024,50,Cơ sở Nam Định
Kinh doanh thương mại,Điểm chuẩn năm 2024 - DKK - Đại học kinh tế kỹ thuật công nghiệp,7340121DKK,,Điểm chuẩn theo Điểm Đánh giá Tư duy năm 2024,51,Cơ sở Hà Nội
Kinh doanh thương mại,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7340121,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,27.57,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7340121,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,23.64,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7340121,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,23.64,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7340121,,Điểm chuẩn theo Điểm Đánh giá Tư duy năm 2024,23.64,
Kinh doanh thương mại,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7340121,,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,23.64,CCTAQT kết hợp với điểm thi HSA/APT/TSA 2023 hoặc 2024
Kinh doanh thương mại,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7340121,A00; A01; D01; D07,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,27.73,Điểm thi tốt nghiệp kết hợp CCQT
Kinh doanh thương mại,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7340121,,Điểm chuẩn theo Chứng chỉ quốc tế năm 2024,27.94,CCQT SAT hoặc ACT
Kinh doanh xuất bản phẩm,Điểm chuẩn năm 2024 - VHS - Trường đại học Văn Hoá TP.HCM,7320402,C00; D01; D10; D15,Điểm chuẩn theo Điểm thi THPT năm 2024,25.3,
Kinh doanh xuất bản phẩm,Điểm chuẩn năm 2024 - VHS - Trường đại học Văn Hoá TP.HCM,7320402,C00; D01; D10; D15,Điểm chuẩn theo Điểm học bạ năm 2024,26,
Kinh doanh xuất bản phẩm,Điểm chuẩn năm 2024 - VHH - Trường đại học văn hóa Hà Nội,7320402,D01; D09; D14; D15; C19,Điểm chuẩn theo Điểm thi THPT năm 2024,24.8,
Kinh doanh xuất bản phẩm,Điểm chuẩn năm 2024 - VHH - Trường đại học văn hóa Hà Nội,7320402,C00,Điểm chuẩn theo Điểm thi THPT năm 2024,25.8,
Kinh doanh xuất bản phẩm,Điểm chuẩn năm 2024 - VHH - Trường đại học văn hóa Hà Nội,7320402,D01; D09; D14; D15; C19,Điểm chuẩn theo Điểm học bạ năm 2024,25.98,
Kinh doanh xuất bản phẩm,Điểm chuẩn năm 2024 - VHH - Trường đại học văn hóa Hà Nội,7320402,C00,Điểm chuẩn theo Điểm học bạ năm 2024,26.98,
Kinh doanh xuất bản phẩm,Điểm chuẩn năm 2024 - VHH - Trường đại học văn hóa Hà Nội,7320402,C00,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,25.87,Kết hợp học bạ với QĐ của Trường
Kinh doanh xuất bản phẩm,Điểm chuẩn năm 2024 - VHH - Trường đại học văn hóa Hà Nội,7320402,D01; D09; D15,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,24.87,Kết hợp học bạ với QĐ của Trường
Kinh tế,Điểm chuẩn năm 2024 - HVD - Học Viện Dân Tộc,7310101,C00; C03; C04; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,18,
Kinh tế,Điểm chuẩn năm 2024 - HVD - Học Viện Dân Tộc,7310101,C00; C03; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Kinh tế,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7310101,A00; A01; C04; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,16.1,
Kinh tế,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7310101,A00; A01; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,ĐTB 03 môn trong 2 học kỳ L12
Kinh tế,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7310101,A00; A01; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,"ĐTB 03 môn trong 05 học kỳ (2 học kỳ L10, 2 học kỳ L11 và học kỳ 1 L12)"
Kinh tế,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7310101,A00; A01; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,ĐTB 03 môn trong 03 học kỳ (2 học kỳ L11 và học kỳ 1 L12)
Kinh tế,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7310101,,Điểm chuẩn theo Điểm học bạ năm 2024,6,Điểm TBC cả năm L12
Kinh tế,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7310101,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,611,
Kinh tế,Điểm chuẩn năm 2024 - DLS- Đại học lao động - xã hội (Cơ sở II),7310101,A00; A01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,21.6,
Kinh tế,Điểm chuẩn năm 2024 - DLS- Đại học lao động - xã hội (Cơ sở II),7310101,A00; A01; D01,Điểm chuẩn theo Điểm học bạ năm 2024,22.25,
Kinh tế,Điểm chuẩn năm 2024 - HCS - Học viện hành chính (Phía Nam),7310101,A00; A01; A07; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,21.5,
Kinh tế,Điểm chuẩn năm 2024 - HCS - Học viện hành chính (Phía Nam),7310101,A00; A01; A07; D01,Điểm chuẩn theo Điểm học bạ năm 2024,23,
